Order ID,Customer Name,Region,City,Location,Category,Sub-Category,Product Name,Quantity,Unit Price,Discount,Sales,Profit,Payment Mode,Revenue,Profit Margin%,Discount Category,
10354,Shanaya Roy,West,Pune,West - Pune,Kitchen,Microwave,Microwave Quos,1,52774,5,50135.3,3969.6,COD,50135.3,8.00%,Low Discount,
10355,Onkar Sunder,North,Delhi,North - Delhi,Groceries,Oil,Oil Quibusdam,4,12610,20,40352,7659.18,COD,40352,19.00%,High Discount,
10356,Yasmin Baral,North,Amritsar,North - Amritsar,Home Decor,Cushion,Cushion Consequatur,1,34831,10,31347.9,4061.3,UPI,31347.9,13.00%,Medium Discount,
10357,Shayak Koshy,South,Chennai,South - Chennai,Kitchen,Cookware Set,Cookware Set Natus,4,44710,20,143072,19431.3,Net Banking,143072,14.00%,High Discount,
10358,Yakshit Arora,South,Bangalore,South - Bangalore,Clothing,Shoes,Shoes Quisquam,3,1260,0,3780,362.71,Credit Card,3780,10.00%,No Discount,
10359,Riaan Sura,East,Kolkata,East - Kolkata,Kitchen,Cookware Set,Cookware Set Incidunt,1,17584,10,15825.6,3032.16,Net Banking,15825.6,19.00%,Medium Discount,
10360,Aarna Ramesh,East,Patna,East - Patna,Books,Biography,Biography Quas,3,31082,10,83921.4,4318.57,Debit Card,83921.4,5.00%,Medium Discount,
10361,Yuvaan Sheth,West,Ahmedabad,West - Ahmedabad,Home Decor,Lamp,Lamp Veritatis,2,35165,15,59780.5,11479.28,Debit Card,59780.5,19.00%,Medium Discount,
10362,Riya Hari,West,Mumbai,West - Mumbai,Clothing,Accessories,Accessories Velit,4,67674,5,257161.2,13974.84,UPI,257161.2,5.00%,Low Discount,
10363,Lavanya Anne,West,Mumbai,West - Mumbai,Beauty,Face Cream,Face Cream Maxime,4,67151,5,255173.8,16707.86,Debit Card,255173.8,7.00%,Low Discount,
10364,Taimur Goda,South,Coimbatore,South - Coimbatore,Clothing,Women's Wear,Women's Wear Ab,1,7087,0,7087,604.61,Net Banking,7087,9.00%,No Discount,
10365,Mamooty Vora,North,Jaipur,North - Jaipur,Groceries,Wheat,Wheat Animi,3,44103,15,112462.65,21743.77,UPI,112462.65,19.00%,Medium Discount,
10366,Rasha Sule,West,Surat,West - Surat,Toys,Action Figure,Action Figure Veritatis,1,54671,0,54671,12774.27,UPI,54671,23.00%,No Discount,
10367,Anahi Issac,East,Patna,East - Patna,Toys,RC Car,RC Car Veritatis,1,28783,5,27343.85,6205,UPI,27343.85,23.00%,Low Discount,
10368,Ela Chandra,North,Lucknow,North - Lucknow,Home Decor,Clock,Clock Earum,5,26170,15,111222.5,9145.67,UPI,111222.5,8.00%,Medium Discount,
10369,Samiha Sabharwal,East,Patna,East - Patna,Home Decor,Clock,Clock Saepe,2,20101,15,34171.7,6720.07,Debit Card,34171.7,20.00%,Medium Discount,
10370,Tara Hari,West,Surat,West - Surat,Sports,Dumbbells,Dumbbells Voluptatibus,5,41691,20,166764,17579.02,COD,166764,11.00%,High Discount,
10371,Sumer Mann,West,Mumbai,West - Mumbai,Furniture,Cabinet,Cabinet Iure,4,51848,0,207392,47871.61,Debit Card,207392,23.00%,No Discount,
10372,Suhana Sunder,North,Lucknow,North - Lucknow,Electronics,Laptop,Laptop Deserunt,1,14010,20,11208,2672.37,UPI,11208,24.00%,High Discount,
10373,Anay Mandal,South,Chennai,South - Chennai,Clothing,Kids Wear,Kids Wear Ipsa,2,78959,10,142126.2,11846.26,Debit Card,142126.2,8.00%,Medium Discount,
10374,Emir Jha,East,Ranchi,East - Ranchi,Furniture,Table,Table Libero,3,59052,5,168298.2,12144.65,Debit Card,168298.2,7.00%,Low Discount,
10375,Nehmat Iyengar,West,Surat,West - Surat,Groceries,Wheat,Wheat Laboriosam,1,24888,20,19910.4,3164.1,Net Banking,19910.4,16.00%,High Discount,
10376,Ritvik Sood,South,Bangalore,South - Bangalore,Beauty,Perfume,Perfume Quas,3,34836,0,104508,10965.21,Debit Card,104508,10.00%,No Discount,
10377,Taimur Bahl,South,Chennai,South - Chennai,Kitchen,Juicer,Juicer Facere,3,76943,0,230829,19570.6,Debit Card,230829,8.00%,No Discount,
10378,Mahika Kothari,East,Patna,East - Patna,Books,Textbook,Textbook Odio,4,24517,10,88261.2,20015.42,COD,88261.2,23.00%,Medium Discount,
10379,Jiya Bahl,West,Ahmedabad,West - Ahmedabad,Sports,Tennis Racket,Tennis Racket Veritatis,2,10782,5,20485.8,2609.18,Credit Card,20485.8,13.00%,Low Discount,
10380,Ranbir Khalsa,North,Chandigarh,North - Chandigarh,Beauty,Shampoo,Shampoo Molestiae,2,64665,20,103464,11392.29,Credit Card,103464,11.00%,High Discount,
10381,Darshit Upadhyay,North,Jaipur,North - Jaipur,Furniture,Bed,Bed Recusandae,2,22136,5,42058.4,7357.3,COD,42058.4,17.00%,Low Discount,
10382,Ayesha Sarna,North,Chandigarh,North - Chandigarh,Furniture,Bed,Bed Veritatis,1,68628,5,65196.6,7225.16,Credit Card,65196.6,11.00%,Low Discount,
10383,Sara Koshy,East,Ranchi,East - Ranchi,Furniture,Sofa,Sofa Laboriosam,5,46409,5,220442.75,50160.42,Net Banking,220442.75,23.00%,Low Discount,
10384,Samar Jayaraman,North,Chandigarh,North - Chandigarh,Furniture,Bed,Bed Illum,4,34390,0,137560,18865.74,Net Banking,137560,14.00%,No Discount,
10385,Seher Lall,North,Amritsar,North - Amritsar,Sports,Cricket Bat,Cricket Bat Eligendi,3,38240,20,91776,19045.63,Net Banking,91776,21.00%,High Discount,
10386,Anahita Hegde,South,Coimbatore,South - Coimbatore,Toys,Doll,Doll Hic,3,18812,20,45148.8,2803.69,Debit Card,45148.8,6.00%,High Discount,
10387,Indranil Varty,West,Mumbai,West - Mumbai,Beauty,Lipstick,Lipstick Esse,3,13633,15,34764.15,8080.86,UPI,34764.15,23.00%,Medium Discount,
10388,Myra Sarkar,South,Thiruvananthapuram,South - Thiruvananthapuram,Clothing,Accessories,Accessories Voluptas,2,29494,10,53089.2,10186.48,COD,53089.2,19.00%,Medium Discount,
10389,Nitara Char,North,Amritsar,North - Amritsar,Toys,Board Game,Board Game Impedit,1,47491,15,40367.35,7957.7,Debit Card,40367.35,20.00%,Medium Discount,
10390,Anay Deol,East,Bhubaneswar,East - Bhubaneswar,Home Decor,Lamp,Lamp Cum,4,28562,15,97110.8,14603.15,UPI,97110.8,15.00%,Medium Discount,
10391,Anvi Jayaraman,East,Kolkata,East - Kolkata,Furniture,Table,Table Exercitationem,4,45176,15,153598.4,34231.1,Credit Card,153598.4,22.00%,Medium Discount,
10392,Aaina Sharaf,South,Chennai,South - Chennai,Beauty,Foundation,Foundation Magni,1,62507,0,62507,15215.42,COD,62507,24.00%,No Discount,
10393,Alia Borde,East,Kolkata,East - Kolkata,Sports,Football,Football Commodi,3,54885,15,139956.75,25632.64,Credit Card,139956.75,18.00%,Medium Discount,
10394,Kanav Shan,South,Hyderabad,South - Hyderabad,Beauty,Foundation,Foundation Sequi,2,48780,5,92682,7015.32,Net Banking,92682,8.00%,Low Discount,
10395,Suhana Ram,East,Bhubaneswar,East - Bhubaneswar,Groceries,Oil,Oil Accusamus,5,78992,20,315968,58414.79,UPI,315968,18.00%,High Discount,
10396,Ivana Sen,South,Hyderabad,South - Hyderabad,Kitchen,Juicer,Juicer Nesciunt,2,32994,15,56089.8,9486.42,Debit Card,56089.8,17.00%,Medium Discount,
10397,Anaya Krish,West,Surat,West - Surat,Home Decor,Vase,Vase Accusamus,2,39486,5,75023.4,7928.62,Credit Card,75023.4,11.00%,Low Discount,
10398,Vihaan Lall,East,Guwahati,East - Guwahati,Electronics,Laptop,Laptop Sunt,3,78278,15,199608.9,41771.64,Credit Card,199608.9,21.00%,Medium Discount,
10399,Yakshit Gole,South,Chennai,South - Chennai,Sports,Football,Football Maiores,1,35049,15,29791.65,3805.26,UPI,29791.65,13.00%,Medium Discount,
10400,Elakshi Barman,East,Kolkata,East - Kolkata,Books,Non-Fiction,Non-Fiction Repellendus,2,67709,10,121876.2,25358.5,Net Banking,121876.2,21.00%,Medium Discount,
10401,Eshani Kala,South,Bangalore,South - Bangalore,Furniture,Table,Table Explicabo,4,63345,10,228042,56417.79,UPI,228042,25.00%,Medium Discount,
10402,Mahika Tiwari,South,Coimbatore,South - Coimbatore,Kitchen,Cookware Set,Cookware Set Ipsum,1,66151,10,59535.9,10175.19,Debit Card,59535.9,17.00%,Medium Discount,
10403,Neysa Chacko,South,Coimbatore,South - Coimbatore,Kitchen,Microwave,Microwave Soluta,2,58390,5,110941,6648.65,Net Banking,110941,6.00%,Low Discount,
10404,Kabir Koshy,West,Goa,West - Goa,Toys,Board Game,Board Game Vel,3,34017,20,81640.8,7899.14,Credit Card,81640.8,10.00%,High Discount,
10405,Shayak Tiwari,West,Surat,West - Surat,Furniture,Sofa,Sofa Laboriosam,2,40744,0,81488,17473.05,Debit Card,81488,21.00%,No Discount,
10406,Indrans Wable,East,Patna,East - Patna,Home Decor,Lamp,Lamp Impedit,2,54055,20,86488,10828.96,UPI,86488,13.00%,High Discount,
10407,Jiya Banerjee,North,Chandigarh,North - Chandigarh,Kitchen,Refrigerator,Refrigerator Facere,1,31617,15,26874.45,1408.57,Debit Card,26874.45,5.00%,Medium Discount,
10408,Yashvi Chopra,West,Pune,West - Pune,Kitchen,Juicer,Juicer Ad,4,27630,5,104994,21539.17,Debit Card,104994,21.00%,Low Discount,
10409,Anay Kamdar,South,Bangalore,South - Bangalore,Clothing,Kids Wear,Kids Wear Officia,2,31337,5,59540.3,3887.55,UPI,59540.3,7.00%,Low Discount,
10410,Bhavin Suresh,East,Kolkata,East - Kolkata,Clothing,Accessories,Accessories Dignissimos,2,74144,5,140873.6,26268.05,COD,140873.6,19.00%,Low Discount,
10411,Eva Dar,South,Thiruvananthapuram,South - Thiruvananthapuram,Toys,Action Figure,Action Figure Ducimus,1,12174,5,11565.3,969.43,Credit Card,11565.3,8.00%,Low Discount,
10412,Sumer Bhandari,North,Amritsar,North - Amritsar,Clothing,Kids Wear,Kids Wear Reprehenderit,5,55124,5,261839,41134.24,UPI,261839,16.00%,Low Discount,
10413,Vihaan Majumdar,South,Chennai,South - Chennai,Kitchen,Cookware Set,Cookware Set Accusantium,3,68890,20,165336,28997.73,Net Banking,165336,18.00%,High Discount,
10414,Nakul Maharaj,South,Chennai,South - Chennai,Clothing,Kids Wear,Kids Wear Adipisci,2,34522,15,58687.4,12643.62,UPI,58687.4,22.00%,Medium Discount,
10415,Darshit Tripathi,East,Bhubaneswar,East - Bhubaneswar,Groceries,Oil,Oil Optio,3,15297,10,41301.9,5876.6,Debit Card,41301.9,14.00%,Medium Discount,
10416,Faiyaz Chada,North,Chandigarh,North - Chandigarh,Books,Biography,Biography Facilis,1,74394,5,70674.3,17235.76,Debit Card,70674.3,24.00%,Low Discount,
10417,Azad Bhardwaj,North,Amritsar,North - Amritsar,Furniture,Cabinet,Cabinet Temporibus,3,51264,20,123033.6,27145.18,UPI,123033.6,22.00%,High Discount,
10418,Priyansh Rama,South,Bangalore,South - Bangalore,Clothing,Men's Wear,Men's Wear Repellat,5,71207,10,320431.5,33894.31,Debit Card,320431.5,11.00%,Medium Discount,
10419,Sana Borde,North,Lucknow,North - Lucknow,Clothing,Kids Wear,Kids Wear Accusamus,5,59662,5,283394.5,63463.71,COD,283394.5,22.00%,Low Discount,
10420,Trisha Lad,South,Thiruvananthapuram,South - Thiruvananthapuram,Toys,Doll,Doll Ab,4,75843,5,288203.4,38958.84,Credit Card,288203.4,14.00%,Low Discount,
10421,Pihu Mane,West,Surat,West - Surat,Electronics,Mobile,Mobile Rem,1,47539,10,42785.1,7439.24,Credit Card,42785.1,17.00%,Medium Discount,
10422,Hansh Dara,South,Bangalore,South - Bangalore,Sports,Tennis Racket,Tennis Racket Ipsum,3,78549,5,223864.65,42668.77,Credit Card,223864.65,19.00%,Low Discount,
10423,Hazel Chakrabarti,South,Bangalore,South - Bangalore,Home Decor,Clock,Clock Provident,4,34292,0,137168,33083.87,COD,137168,24.00%,No Discount,
10424,Kismat Rajan,East,Patna,East - Patna,Clothing,Accessories,Accessories Laudantium,2,53535,10,96363,8393.35,UPI,96363,9.00%,Medium Discount,
10425,Onkar Dugar,West,Goa,West - Goa,Sports,Cricket Bat,Cricket Bat Doloremque,1,38686,15,32883.1,6950.81,Credit Card,32883.1,21.00%,Medium Discount,
10426,Ivana Kadakia,East,Kolkata,East - Kolkata,Toys,Action Figure,Action Figure Quae,5,50771,5,241162.25,41029.54,Debit Card,241162.25,17.00%,Low Discount,
10427,Adira Issac,West,Ahmedabad,West - Ahmedabad,Sports,Yoga Mat,Yoga Mat A,2,11405,5,21669.5,2977.36,Credit Card,21669.5,14.00%,Low Discount,
10428,Chirag Ramanathan,East,Ranchi,East - Ranchi,Beauty,Foundation,Foundation Occaecati,2,63889,15,108611.3,20674.53,UPI,108611.3,19.00%,Medium Discount,
10429,Priyansh Khurana,East,Patna,East - Patna,Groceries,Rice,Rice Id,5,22292,10,100314,9395.84,UPI,100314,9.00%,Medium Discount,
10430,Jiya Savant,West,Mumbai,West - Mumbai,Kitchen,Mixer Grinder,Mixer Grinder Rem,2,60140,20,96224,14747.44,Credit Card,96224,15.00%,High Discount,
10431,Advik Talwar,West,Ahmedabad,West - Ahmedabad,Toys,Action Figure,Action Figure Atque,2,25502,20,40803.2,3958.24,Debit Card,40803.2,10.00%,High Discount,
10432,Zara Ramachandran,East,Kolkata,East - Kolkata,Groceries,Rice,Rice Illum,4,42773,20,136873.6,20500.48,UPI,136873.6,15.00%,High Discount,
10433,Dhanuk Saraf,East,Kolkata,East - Kolkata,Sports,Cricket Bat,Cricket Bat Iusto,5,21146,10,95157,20223.31,COD,95157,21.00%,Medium Discount,
10434,Dhanuk Soni,North,Amritsar,North - Amritsar,Sports,Cricket Bat,Cricket Bat Totam,2,79849,0,159698,38482.39,Credit Card,159698,24.00%,No Discount,
10435,Indrajit Wason,North,Lucknow,North - Lucknow,Clothing,Women's Wear,Women's Wear Non,3,41591,10,112295.7,26273.46,UPI,112295.7,23.00%,Medium Discount,
10436,Hazel Kade,North,Jaipur,North - Jaipur,Toys,Puzzle,Puzzle Tempore,1,17173,10,15455.7,3606.43,COD,15455.7,23.00%,Medium Discount,
10437,Armaan Kunda,West,Mumbai,West - Mumbai,Groceries,Rice,Rice Accusantium,4,8489,10,30560.4,1975.66,Net Banking,30560.4,6.00%,Medium Discount,
10438,Rasha Tank,South,Coimbatore,South - Coimbatore,Home Decor,Vase,Vase Est,4,53664,0,214656,51499.02,COD,214656,24.00%,No Discount,
10439,Rasha Bose,South,Coimbatore,South - Coimbatore,Sports,Tennis Racket,Tennis Racket Rerum,1,62470,5,59346.5,13481.71,Credit Card,59346.5,23.00%,Low Discount,
10440,Anvi Raju,West,Pune,West - Pune,Sports,Dumbbells,Dumbbells Accusamus,5,18345,20,73380,13731.52,Credit Card,73380,19.00%,High Discount,
10441,Sara Chowdhury,East,Bhubaneswar,East - Bhubaneswar,Sports,Football,Football Exercitationem,1,11787,15,10018.95,2342.42,COD,10018.95,23.00%,Medium Discount,
10442,Indrajit Dave,South,Hyderabad,South - Hyderabad,Groceries,Spices,Spices Eius,2,14992,20,23987.2,3757.96,UPI,23987.2,16.00%,High Discount,
10443,Nitya Sastry,West,Ahmedabad,West - Ahmedabad,Furniture,Sofa,Sofa Ad,2,52604,20,84166.4,15279.28,UPI,84166.4,18.00%,High Discount,
10444,Hunar Bedi,North,Jaipur,North - Jaipur,Sports,Tennis Racket,Tennis Racket Placeat,4,48951,15,166433.4,32499.26,UPI,166433.4,20.00%,Medium Discount,
10445,Hrishita Jani,East,Guwahati,East - Guwahati,Books,Non-Fiction,Non-Fiction Nam,1,62525,0,62525,11292.2,UPI,62525,18.00%,No Discount,
10446,Shray Raja,West,Surat,West - Surat,Toys,RC Car,RC Car Itaque,2,72207,5,137193.3,20208.54,Net Banking,137193.3,15.00%,Low Discount,
10447,Ehsaan Sawhney,East,Ranchi,East - Ranchi,Furniture,Chair,Chair Voluptate,2,6537,5,12420.3,667.01,Debit Card,12420.3,5.00%,Low Discount,
10448,Miraan Khanna,East,Kolkata,East - Kolkata,Clothing,Women's Wear,Women's Wear In,4,12606,5,47902.8,3219.93,Credit Card,47902.8,7.00%,Low Discount,
10449,Ranbir Suresh,South,Thiruvananthapuram,South - Thiruvananthapuram,Furniture,Sofa,Sofa Expedita,5,21916,0,109580,6333.31,UPI,109580,6.00%,No Discount,
10450,Aarav Singhal,East,Patna,East - Patna,Toys,Action Figure,Action Figure Minus,4,33930,5,128934,25079.01,Credit Card,128934,19.00%,Low Discount,
10451,Aniruddh Doctor,West,Ahmedabad,West - Ahmedabad,Clothing,Shoes,Shoes Hic,4,31978,10,115120.8,25070.07,Credit Card,115120.8,22.00%,Medium Discount,
10452,Siya Thaker,North,Delhi,North - Delhi,Sports,Tennis Racket,Tennis Racket Illo,4,71504,15,243113.6,37085.57,Net Banking,243113.6,15.00%,Medium Discount,
10453,Taran Kakar,South,Bangalore,South - Bangalore,Books,Textbook,Textbook Quam,3,6748,5,19231.8,2133.85,COD,19231.8,11.00%,Low Discount,
10454,Trisha Mandal,East,Kolkata,East - Kolkata,Furniture,Bed,Bed Ab,1,27172,20,21737.6,4453.6,COD,21737.6,20.00%,High Discount,
10455,Sumer Vasa,North,Lucknow,North - Lucknow,Sports,Yoga Mat,Yoga Mat Distinctio,2,9422,20,15075.2,2185.72,Net Banking,15075.2,14.00%,High Discount,
10456,Krish Kannan,East,Ranchi,East - Ranchi,Clothing,Men's Wear,Men's Wear Recusandae,3,15194,10,41023.8,3097.88,UPI,41023.8,8.00%,Medium Discount,
10457,Ojas Chaudhary,East,Ranchi,East - Ranchi,Beauty,Perfume,Perfume Quibusdam,5,27257,5,129470.75,24295.16,Net Banking,129470.75,19.00%,Low Discount,
10458,Reyansh Handa,North,Jaipur,North - Jaipur,Electronics,Mobile,Mobile Nihil,4,35540,10,127944,17284.96,Net Banking,127944,14.00%,Medium Discount,
10459,Hiran Sinha,West,Ahmedabad,West - Ahmedabad,Toys,Puzzle,Puzzle Doloribus,2,19081,0,38162,5166.01,COD,38162,14.00%,No Discount,
10460,Tanya Tak,South,Hyderabad,South - Hyderabad,Clothing,Men's Wear,Men's Wear Repudiandae,5,7721,0,38605,2916.53,UPI,38605,8.00%,No Discount,
10461,Ivana Sahota,East,Kolkata,East - Kolkata,Toys,Action Figure,Action Figure Numquam,3,5314,10,14347.8,1830.28,Credit Card,14347.8,13.00%,Medium Discount,
10462,Armaan Hora,South,Thiruvananthapuram,South - Thiruvananthapuram,Books,Textbook,Textbook Iste,5,33808,15,143684,23355.51,Credit Card,143684,16.00%,Medium Discount,
10463,Vanya Upadhyay,North,Jaipur,North - Jaipur,Electronics,Mobile,Mobile Quo,5,18349,10,82570.5,15016.28,Net Banking,82570.5,18.00%,Medium Discount,
10464,Shalv Mallick,East,Ranchi,East - Ranchi,Clothing,Women's Wear,Women's Wear Voluptatum,3,4938,20,11851.2,654.08,UPI,11851.2,6.00%,High Discount,
10465,Hridaan Dyal,North,Chandigarh,North - Chandigarh,Kitchen,Cookware Set,Cookware Set Repellat,4,22056,20,70579.2,8812.38,Debit Card,70579.2,12.00%,High Discount,
10466,Heer Varghese,South,Bangalore,South - Bangalore,Clothing,Women's Wear,Women's Wear Fugiat,2,61626,15,104764.2,7899.96,Net Banking,104764.2,8.00%,Medium Discount,
10467,Kiaan Bhat,North,Jaipur,North - Jaipur,Groceries,Sugar,Sugar Fugit,4,46513,0,186052,21722.39,UPI,186052,12.00%,No Discount,
10468,Urvi Vora,North,Chandigarh,North - Chandigarh,Electronics,Laptop,Laptop Magni,3,71994,15,183584.7,12294.89,Net Banking,183584.7,7.00%,Medium Discount,
10469,Urvi Shroff,East,Ranchi,East - Ranchi,Electronics,Laptop,Laptop Sit,1,9724,20,7779.2,1282.53,COD,7779.2,16.00%,High Discount,
10470,Aradhya Jayaraman,North,Jaipur,North - Jaipur,Clothing,Men's Wear,Men's Wear Explicabo,5,35560,20,142240,33226.84,UPI,142240,23.00%,High Discount,
10471,Aayush Boase,East,Guwahati,East - Guwahati,Furniture,Sofa,Sofa Suscipit,5,26114,15,110984.5,24940.13,Credit Card,110984.5,22.00%,Medium Discount,
10472,Vedika Arora,East,Kolkata,East - Kolkata,Sports,Tennis Racket,Tennis Racket Molestiae,5,59190,0,295950,41811.64,UPI,295950,14.00%,No Discount,
10473,Charvi Gulati,South,Bangalore,South - Bangalore,Groceries,Sugar,Sugar Temporibus,2,21758,0,43516,5432.05,Debit Card,43516,12.00%,No Discount,
10474,Kavya Chokshi,East,Ranchi,East - Ranchi,Toys,Board Game,Board Game Nulla,5,11362,5,53969.5,6503.05,Debit Card,53969.5,12.00%,Low Discount,
10475,Amani Sanghvi,West,Surat,West - Surat,Groceries,Oil,Oil Aliquam,3,4902,5,13970.7,1271.72,Debit Card,13970.7,9.00%,Low Discount,
10476,Priyansh Ghose,East,Patna,East - Patna,Home Decor,Cushion,Cushion Labore,5,35330,0,176650,21281.71,COD,176650,12.00%,No Discount,
10477,Kavya Kade,North,Jaipur,North - Jaipur,Kitchen,Microwave,Microwave Cumque,1,60344,0,60344,3392.64,COD,60344,6.00%,No Discount,
10478,Khushi Kunda,South,Bangalore,South - Bangalore,Beauty,Perfume,Perfume Maxime,5,65116,0,325580,68224.67,COD,325580,21.00%,No Discount,
10479,Mamooty Boase,North,Delhi,North - Delhi,Books,Biography,Biography Eaque,1,51511,15,43784.35,2675.16,UPI,43784.35,6.00%,Medium Discount,
10480,Zain Hari,North,Amritsar,North - Amritsar,Clothing,Accessories,Accessories Repellendus,5,74352,5,353172,60835.67,COD,353172,17.00%,Low Discount,
10481,Raghav Hegde,North,Jaipur,North - Jaipur,Books,Non-Fiction,Non-Fiction Architecto,3,34819,15,88788.45,13087.72,UPI,88788.45,15.00%,Medium Discount,
10482,Piya Bhattacharyya,East,Ranchi,East - Ranchi,Furniture,Table,Table Tenetur,3,50549,0,151647,15286.16,UPI,151647,10.00%,No Discount,
10483,Aarav Bal,North,Chandigarh,North - Chandigarh,Books,Comics,Comics Eos,2,47370,15,80529,6489.76,Net Banking,80529,8.00%,Medium Discount,
10484,Lagan Thakur,West,Surat,West - Surat,Furniture,Bed,Bed Iure,4,62566,5,237750.8,37337.17,Net Banking,237750.8,16.00%,Low Discount,
10485,Kiara Chahal,South,Hyderabad,South - Hyderabad,Electronics,Mobile,Mobile Sequi,4,27771,10,99975.6,20888.92,COD,99975.6,21.00%,Medium Discount,
10486,Farhan Ramachandran,West,Ahmedabad,West - Ahmedabad,Home Decor,Vase,Vase Perferendis,2,20696,15,35183.2,6698.47,UPI,35183.2,19.00%,Medium Discount,
10487,Suhana Sheth,North,Chandigarh,North - Chandigarh,Books,Non-Fiction,Non-Fiction Optio,4,16614,10,59810.4,12464.49,COD,59810.4,21.00%,Medium Discount,
10488,Ritvik Dara,East,Kolkata,East - Kolkata,Home Decor,Lamp,Lamp At,1,52459,0,52459,7058.33,COD,52459,13.00%,No Discount,
10489,Suhana Bumb,East,Guwahati,East - Guwahati,Furniture,Chair,Chair Tempora,5,37036,15,157403,34631.43,Net Banking,157403,22.00%,Medium Discount,
10490,Nayantara Rajagopalan,West,Pune,West - Pune,Groceries,Oil,Oil Explicabo,5,12910,20,51640,10631.27,UPI,51640,21.00%,High Discount,
10491,Damini Madan,South,Chennai,South - Chennai,Electronics,Smartwatch,Smartwatch Ipsa,2,25197,5,47874.3,7675.19,Net Banking,47874.3,16.00%,Low Discount,
10492,Neelofar Hans,East,Bhubaneswar,East - Bhubaneswar,Furniture,Table,Table Ipsum,4,13131,5,49897.8,11710.24,UPI,49897.8,23.00%,Low Discount,
10493,Suhana Mann,East,Ranchi,East - Ranchi,Electronics,Smartwatch,Smartwatch Consectetur,3,42650,5,121552.5,18972.93,COD,121552.5,16.00%,Low Discount,
10494,Vidur Bahl,West,Pune,West - Pune,Sports,Yoga Mat,Yoga Mat Et,1,9722,0,9722,2292.47,UPI,9722,24.00%,No Discount,
10495,Kiaan Gour,West,Ahmedabad,West - Ahmedabad,Toys,Doll,Doll Recusandae,3,52458,15,133767.9,22537.56,UPI,133767.9,17.00%,Medium Discount,
10496,Divyansh Ratta,South,Bangalore,South - Bangalore,Furniture,Sofa,Sofa Voluptatibus,3,37296,0,111888,14864.2,UPI,111888,13.00%,No Discount,
10497,Heer Kuruvilla,West,Pune,West - Pune,Beauty,Face Cream,Face Cream Corrupti,1,26200,20,20960,2875.86,Credit Card,20960,14.00%,High Discount,
10498,Aniruddh Dhingra,East,Bhubaneswar,East - Bhubaneswar,Kitchen,Refrigerator,Refrigerator Perferendis,4,63437,0,253748,16868.36,Credit Card,253748,7.00%,No Discount,
10499,Yashvi Sarraf,South,Coimbatore,South - Coimbatore,Sports,Cricket Bat,Cricket Bat Consequuntur,1,21457,15,18238.45,1272.49,COD,18238.45,7.00%,Medium Discount,
10500,Purab Kulkarni,West,Surat,West - Surat,Books,Non-Fiction,Non-Fiction Explicabo,3,43770,15,111613.5,18435.46,Net Banking,111613.5,17.00%,Medium Discount,
10501,Anahi Rattan,South,Chennai,South - Chennai,Toys,RC Car,RC Car Magnam,1,66334,15,56383.9,3173.68,Credit Card,56383.9,6.00%,Medium Discount,
10502,Taimur Krishnamurthy,South,Thiruvananthapuram,South - Thiruvananthapuram,Clothing,Shoes,Shoes Totam,2,15293,0,30586,6365.59,COD,30586,21.00%,No Discount,
10503,Heer Korpal,East,Kolkata,East - Kolkata,Kitchen,Cookware Set,Cookware Set Quam,4,8479,5,32220.2,5866.21,COD,32220.2,18.00%,Low Discount,
10504,Dhruv Aurora,North,Amritsar,North - Amritsar,Kitchen,Refrigerator,Refrigerator Impedit,1,71520,0,71520,9228.81,Debit Card,71520,13.00%,No Discount,
10505,Mahika Bail,North,Delhi,North - Delhi,Clothing,Kids Wear,Kids Wear Distinctio,4,67045,10,241362,46924.56,Net Banking,241362,19.00%,Medium Discount,
10506,Aarav Bakshi,East,Bhubaneswar,East - Bhubaneswar,Home Decor,Clock,Clock Necessitatibus,4,5980,10,21528,1168.16,COD,21528,5.00%,Medium Discount,
10507,Parinaaz Bhandari,North,Amritsar,North - Amritsar,Electronics,Mobile,Mobile Nulla,5,55578,10,250101,15998.66,Net Banking,250101,6.00%,Medium Discount,
10508,Amani Sankaran,East,Guwahati,East - Guwahati,Books,Textbook,Textbook Doloribus,4,5207,10,18745.2,3954.92,COD,18745.2,21.00%,Medium Discount,
10509,Shaan Master,North,Chandigarh,North - Chandigarh,Electronics,Camera,Camera Eius,4,18731,0,74924,17324.15,Credit Card,74924,23.00%,No Discount,
10510,Advik Dey,South,Hyderabad,South - Hyderabad,Home Decor,Vase,Vase Beatae,2,54308,10,97754.4,4988.07,Credit Card,97754.4,5.00%,Medium Discount,
10511,Samarth Sandhu,East,Guwahati,East - Guwahati,Books,Non-Fiction,Non-Fiction Pariatur,1,12977,20,10381.6,1938.25,COD,10381.6,19.00%,High Discount,
10512,Trisha Dutt,West,Ahmedabad,West - Ahmedabad,Beauty,Lipstick,Lipstick Illo,2,44567,5,84677.3,19553.67,Net Banking,84677.3,23.00%,Low Discount,
10513,Parinaaz Rama,North,Delhi,North - Delhi,Toys,RC Car,RC Car Illo,3,65153,20,156367.2,11129.02,Debit Card,156367.2,7.00%,High Discount,
10514,Samaira Loyal,South,Bangalore,South - Bangalore,Beauty,Face Cream,Face Cream Ab,3,45532,0,136596,17650.23,Credit Card,136596,13.00%,No Discount,
10515,Raunak Mane,South,Coimbatore,South - Coimbatore,Beauty,Lipstick,Lipstick Tenetur,4,79338,0,317352,24679.03,COD,317352,8.00%,No Discount,
